time,two_pi_Lm_smoothed
1554.7,0.3332408128371904
1554.8,0.3332516257404316
1554.9,0.33326222461324845
1555.0,0.3332726223298877
1555.1,0.3332828321541535
1555.2,0.3332928677268411
1555.3,0.33330274307202024
1555.4,0.333312472571902
1555.5,0.33332207092914007
1555.6,0.33333155317311364
1555.7,0.3333409346222286
1555.8,0.3333502308776339
1555.9,0.3333594577666734
1556.0,0.33336863134916883
1556.1,0.33337776786087087
1556.2,0.33338688368832686
1556.3,0.33339599532489833
1556.4,0.33340511932049527
1556.5,0.3334142722752933
1556.6,0.33342347079575113
1556.7,0.3334327314443454
1556.8,0.33344207072072046
1556.9,0.3334515050302733
1557.0,0.33346105063388753
1557.1,0.33347072365421654
1557.2,0.33348054000028565
1557.3,0.33349051536120855
1557.4,0.3335006651936211
1557.5,0.3335110046588493
1557.6,0.33352154865432565
